品类,需求口径,需求模型,价格响应模型,成本预测方法,成本口径,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,实际总量,实际绝对量总和,预测总量,绝对误差总量,端到端加权绝对百分比误差,端到端平均绝对误差,价格响应系数,训练最大日期,泄漏检查
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,693.262,693.262,350.4170206711431,342.8449793288569,0.4945388313925427,48.9778541898367,-0.4665194283959025,2023-03-17,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,532.234,532.234,417.59472599278314,114.6392740072169,0.21539261679490015,16.37703914388813,-0.4886201928125719,2023-03-24,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,641.083,641.083,417.59472599278314,223.4882740072169,0.3486105137824851,31.92689628674527,-0.4886201928125719,2023-03-24,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,560.929,560.929,437.3575310463584,136.93674968083764,0.24412492433238012,19.562392811548232,-0.5083032952130856,2023-03-31,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,671.178,671.178,437.3575310463584,233.82046895364164,0.34837326156942217,33.40292413623452,-0.5083032952130856,2023-03-31,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,360.207,360.207,430.3195813014779,96.53765159681808,0.26800603985158,13.791093085259726,-0.5619827748776036,2023-04-07,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,524.976,524.976,430.3195813014779,98.81174769483168,0.18822145716153058,14.115963956404526,-0.5619827748776036,2023-04-07,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,369.81199999999995,369.81199999999995,410.92211562626557,50.93369192092436,0.13772860783566884,7.276241702989195,-0.5782642856377196,2023-04-14,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,501.39199999999994,501.39199999999994,410.92211562626557,102.16458177138152,0.20376189043977871,14.594940253054503,-0.5782642856377196,2023-04-14,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,448.84999999999997,448.84999999999997,415.33076179796075,118.38648314255232,0.26375511449827854,16.912354734650332,-0.5885555875394464,2023-04-21,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,559.511,559.511,415.33076179796075,185.00196229308108,0.33064937470948935,26.42885175615444,-0.5885555875394464,2023-04-21,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,449.50199999999995,449.50199999999995,452.1189175837457,59.59425403109818,0.1325783957159216,8.513464861585454,-0.6000904593987103,2023-04-28,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,565.912,565.912,452.1189175837457,113.79308241625431,0.20107911197545608,16.256154630893473,-0.6000904593987103,2023-04-28,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,433.1959999999999,433.1959999999999,403.7558054860104,90.10685524359488,0.20800481824300063,12.872407891942126,-0.6207689601380386,2023-05-05,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,511.01399999999995,511.01399999999995,403.7558054860104,127.92485524359489,0.25033532397076186,18.274979320513555,-0.6207689601380386,2023-05-05,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,392.749,392.749,341.02901814175755,51.71998185824239,0.13168711278257206,7.38856883689177,-0.6284136476957044,2023-05-12,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,477.80600000000004,477.80600000000004,341.02901814175755,136.77698185824238,0.2862604945485037,19.539568836891767,-0.6284136476957044,2023-05-12,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,387.12899999999996,387.12899999999996,328.4824335631454,83.33646890747697,0.21526795695356582,11.905209843925281,-0.5993559555473593,2023-05-19,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,449.906,449.906,328.4824335631454,121.42356643685463,0.26988652393356527,17.346223776693517,-0.5993559555473593,2023-05-19,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,386.5,386.5,362.1551519491228,59.7370527060387,0.15455899794576639,8.533864672291243,-0.5893719261231356,2023-05-26,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,461.5,461.5,362.1551519491228,107.44377302740877,0.23281424274628118,15.349110432486967,-0.5893719261231356,2023-05-26,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,344.17099999999994,344.17099999999994,352.5762109054187,39.525979739745274,0.11484401573562351,5.646568534249325,-0.5779586411908778,2023-06-02,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,446.17099999999994,446.17099999999994,352.5762109054187,96.27545111703517,0.21578150780089964,13.753635873862168,-0.5779586411908778,2023-06-02,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,296.031,296.031,323.88491651422913,38.36449393880992,0.12959620424485924,5.48064199125856,-0.5710509401094165,2023-06-09,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,406.031,406.031,323.88491651422913,82.14608348577087,0.20231480720873743,11.735154783681553,-0.5710509401094165,2023-06-09,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,363.16200000000003,363.16200000000003,274.56943775751404,97.89877452639368,0.26957328830217275,13.98553921805624,-0.5640316383469739,2023-06-16,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,444.16200000000003,444.16200000000003,274.56943775751404,169.5925622424859,0.3818259154148394,24.227508891783703,-0.5640316383469739,2023-06-16,通过
