品类,成本口径,成本预测方法,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,泄漏检查,加权绝对百分比误差,平均绝对误差,路径变化误差,方向准确率,百分之九十区间覆盖率,百分之九十区间平均宽度
水生根茎类,固定篮子成本,阻尼趋势,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1049,7,2023-05-26,通过,0.01759815305021326,0.06403615001753016,0.08061534701291932,1.0,1.0,1.1074421686074662
水生根茎类,固定篮子成本,阻尼趋势,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1056,7,2023-06-02,通过,0.023215636409552057,0.08490615020427139,0.08253804568602681,0.42857142857142855,1.0,1.0268156855868296
水生根茎类,固定篮子成本,阻尼趋势,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1063,7,2023-06-09,通过,0.11631939244697387,0.4758144499503492,0.3946355995914728,0.42857142857142855,0.7142857142857143,0.9361391805872932
水生根茎类,固定篮子成本,阻尼趋势,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1070,7,2023-06-16,通过,0.6408620594691652,7.1245057549116515,0.05114672736283913,0.0,0.0,1.327188756492793
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.028474280817094123,0.2062056319313776,0.01126962769596688,0.2857142857142857,1.0,2.3550702203761653
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.05662419840832776,0.6011904195603383,0.03572869734409245,0.0,1.0,9.080440128019774
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.022230314861826656,0.10774882695214608,0.17370780657957763,0.42857142857142855,1.0,2.719575465171228
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.0002820391609503001,0.0013292917374816732,0.001047411318953806,1.0,1.0,0.8583680951684762
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.041148574518418975,0.20949752535783542,0.05659093238213453,0.8571428571428571,1.0,3.6637990368109357
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.2353341739223012,1.9827723567475652,0.304308462091476,0.0,1.0,10.03442736095215
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2022-09-30,2022-10-01,2022-10-07,818,7,2022-09-30,通过,0.1305370542847259,0.6354338847917338,0.1338042592653507,0.0,1.0,3.5037153161212657
水生根茎类,固定篮子成本,指数平滑,八折主要回测,2022-12-31,2023-01-01,2023-01-07,904,7,2022-12-31,通过,0.2639471475846223,1.4146183662458758,1.0154891177228336,0.5714285714285714,0.42857142857142855,0.8762268402970275
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,979,7,2023-03-17,通过,0.005152143034611891,0.020533038074532457,0.029425226575290564,1.0,1.0,1.3233137748257793
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,986,7,2023-03-24,通过,0.034539114784160066,0.13294451870383567,0.28729193924375424,0.8571428571428571,0.8571428571428571,1.0091235771696612
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,993,7,2023-03-31,通过,0.058658647970528395,0.22420475088892028,0.2908153734840968,1.0,0.8571428571428571,0.7616202464725834
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1000,7,2023-04-07,通过,0.05068066740551358,0.20063419818512568,0.016615758870075048,0.7142857142857143,1.0,0.6749991355792719
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1007,7,2023-04-14,通过,0.07086838940056425,0.26334930631382436,0.29542730739932016,0.8571428571428571,0.7142857142857143,0.5856497663270339
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1014,7,2023-04-21,通过,0.13570019259049582,0.46616399270642644,0.24192770774105696,0.8571428571428571,0.5714285714285714,0.7597792248069517
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1021,7,2023-04-28,通过,0.08385566989284858,0.2777150723592095,0.17450705282448312,0.7142857142857143,1.0,0.9716183553766653
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1028,7,2023-05-05,通过,0.07202256019795027,0.24157160493461458,0.13086520554029776,0.8571428571428571,1.0,1.1284001107597614
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1035,7,2023-05-12,通过,0.029508180752894908,0.10424780864195528,0.08940357018294313,0.42857142857142855,1.0,1.1991402463447633
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1042,7,2023-05-19,通过,0.04020679274071209,0.1473848514310083,0.1095047745652693,0.5714285714285714,1.0,1.1639582735764904
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1049,7,2023-05-26,通过,0.014845517059943874,0.0540198596310565,0.0816138082474851,1.0,1.0,1.1074421686074656
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1056,7,2023-06-02,通过,0.024889366198657663,0.09102745355207421,0.08284966526225716,0.42857142857142855,1.0,1.0268156855868293
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1063,7,2023-06-09,通过,0.11602310453035652,0.4746024588188061,0.39467804598179757,0.5714285714285714,0.7142857142857143,0.9361391805872932
水生根茎类,固定篮子成本,指数平滑,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1070,7,2023-06-16,通过,0.6002180168680753,6.672663254430046,0.05114672736283913,0.0,0.0,1.3271887564927933
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.0021977509978827713,0.01591571833744673,0.01126962769596688,0.7142857142857143,1.0,2.3550702203761653
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.005332429571629147,0.05661546938512073,0.03572869734409245,0.0,1.0,9.080440128019774
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.037116538900420395,0.1799013442635233,0.17370780657957763,0.5714285714285714,1.0,2.7195754651712276
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.0009842152073005516,0.004638749947206732,0.001047411318953806,0.0,1.0,0.8583680951684745
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.043173306818445674,0.21980593607028429,0.05659093238213453,0.14285714285714285,1.0,3.6637990368109357
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.21237993003717595,1.789374859533689,0.304308462091476,0.0,1.0,10.03442736095215
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2022-09-30,2022-10-01,2022-10-07,818,7,2022-09-30,通过,0.0698795966004927,0.34016290453955794,0.1338042592653507,1.0,1.0,3.5037153161212657
水生根茎类,固定篮子成本,滞后稳健回归,八折主要回测,2022-12-31,2023-01-01,2023-01-07,904,7,2022-12-31,通过,0.2647031320445617,1.4186700467107458,1.0154891177228336,0.42857142857142855,0.42857142857142855,0.8762268402970275
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,979,7,2023-03-17,通过,0.008242147230163923,0.032847753207924386,0.029425226575290564,1.0,1.0,1.3233137748257793
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,986,7,2023-03-24,通过,0.038581960564475264,0.14850583780007165,0.28729193924375424,0.14285714285714285,0.8571428571428571,1.0091235771696612
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,993,7,2023-03-31,通过,0.037128960162728014,0.14191410051304823,0.2908153734840968,1.0,0.8571428571428571,0.7616202464725834
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1000,7,2023-04-07,通过,0.0031937244781853184,0.012643289496917922,0.016615758870075048,0.7142857142857143,1.0,0.6749991355792725
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1007,7,2023-04-14,通过,0.07038176826664079,0.2615410058975125,0.29542730739932016,0.8571428571428571,0.7142857142857143,0.5856497663270339
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1014,7,2023-04-21,通过,0.16086285832660815,0.5526040227665228,0.24192770774105696,0.8571428571428571,0.14285714285714285,0.7597792248069511
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1021,7,2023-04-28,通过,0.09297197904580984,0.30790666774326203,0.17450705282448312,0.7142857142857143,1.0,0.971618355376666
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1028,7,2023-05-05,通过,0.08295044208590308,0.27822492521305414,0.13086520554029776,0.14285714285714285,1.0,1.1284001107597614
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1035,7,2023-05-12,通过,0.026306123077535156,0.09293543738475199,0.08940357018294313,0.42857142857142855,1.0,1.1991402463447638
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1042,7,2023-05-19,通过,0.02323776573785443,0.08518199083793901,0.1095047745652693,0.5714285714285714,1.0,1.1639582735764904
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1049,7,2023-05-26,通过,0.021159712419459582,0.07699595036786487,0.0816138082474851,1.0,1.0,1.1074421686074665
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1056,7,2023-06-02,通过,0.022631962886322483,0.08277149100478479,0.08284966526225716,0.42857142857142855,1.0,1.02681568558683
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1063,7,2023-06-09,通过,0.11628685574206142,0.4756813557686704,0.39467804598179757,0.5714285714285714,0.7142857142857143,0.9361391805872932
水生根茎类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1070,7,2023-06-16,通过,0.6002180168680753,6.672663254430046,0.05114672736283913,0.0,0.0,1.3271887564927933
茄类,销量加权成本,近7日均值,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.05319880822709823,0.31139661236559935,0.22127822919579923,0.8571428571428571,1.0,4.535516947271774
茄类,销量加权成本,近7日均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.1323258345526827,0.35904262891986577,0.21643657372324424,0.2857142857142857,1.0,2.6539250216032477
茄类,销量加权成本,近7日均值,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.2133512139786504,1.1638271348771134,0.4676909513250161,0.14285714285714285,0.5714285714285714,2.8439777027102786
茄类,销量加权成本,近7日均值,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.08191647703726801,0.4968172692779991,0.31234572566733904,1.0,1.0,2.0078486297132727
茄类,销量加权成本,近7日均值,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.0771535256500529,0.7811839781403561,1.0958674008974423,0.5714285714285714,0.8571428571428571,4.143499723034689
茄类,销量加权成本,近7日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.2566253369154335,0.9667200066744043,0.4275102779468665,0.2857142857142857,1.0,4.319991182686755
茄类,销量加权成本,近7日均值,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.10877084212567312,0.6363818347749215,0.11356152039255507,1.0,1.0,2.66370296530285
茄类,销量加权成本,近7日均值,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,2023-03-17,通过,0.03941791389131533,0.26530711126909107,0.2048867541651679,1.0,1.0,2.972430228649761
茄类,销量加权成本,近7日均值,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,2023-03-24,通过,0.13527370593149193,0.801988356728649,0.2652571580598407,1.0,1.0,3.30967740501351
茄类,销量加权成本,近7日均值,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,2023-03-31,通过,0.07677175221993136,0.42270022043416133,0.16202659175796827,0.14285714285714285,1.0,3.6978349490567064
茄类,销量加权成本,近7日均值,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,2023-04-07,通过,0.06453812557700521,0.37634579547284563,0.3222841684728805,1.0,1.0,4.159917061910932
茄类,销量加权成本,近7日均值,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,2023-04-14,通过,0.1913829182101906,0.9374424631068203,0.27533768186180635,0.2857142857142857,1.0,4.403370840999691
茄类,销量加权成本,近7日均值,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,2023-04-21,通过,0.19950357399471158,0.8146866191018679,0.23315112135655816,0.0,1.0,4.828285533978863
茄类,销量加权成本,近7日均值,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,2023-04-28,通过,0.20466908098540532,1.0508585842300033,0.2979084712904229,0.14285714285714285,1.0,4.629328192376356
茄类,销量加权成本,近7日均值,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,2023-05-05,通过,0.15121791141091565,0.8552453018225928,0.32666666666666666,0.42857142857142855,1.0,3.4862233332879287
茄类,销量加权成本,近7日均值,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,2023-05-12,通过,0.2830657074528919,1.2477449565815941,0.12499999999999956,0.5714285714285714,0.7142857142857143,3.0352633674552414
茄类,销量加权成本,近7日均值,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,2023-05-19,通过,0.17325567827194427,0.6509286339407728,0.26879298669448576,0.14285714285714285,1.0,2.749794006860197
茄类,销量加权成本,近7日均值,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,2023-05-26,通过,0.22381624155711716,1.0473538773914999,0.9220043358281115,0.42857142857142855,0.5714285714285714,2.78579373913028
茄类,销量加权成本,近7日均值,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,2023-06-02,通过,0.11812129787714673,0.6267887634815221,0.21396761571670217,1.0,1.0,2.8440936803107157
茄类,销量加权成本,近7日均值,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,2023-06-09,通过,0.042663126780782074,0.22197817827175179,0.38573257637514696,1.0,1.0,2.7056455952703518
茄类,销量加权成本,近7日均值,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,2023-06-16,通过,0.12186751875736032,0.5656409163547592,0.3959685344210661,0.14285714285714285,1.0,2.5892255252030574
茄类,销量加权成本,近14日均值,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.0526495197560335,0.30818137926543543,0.22127822919579923,0.8571428571428571,1.0,4.535516947271776
茄类,销量加权成本,近14日均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.10053944181767929,0.2727959027984353,0.21643657372324424,0.2857142857142857,1.0,2.6539250216032477
茄类,销量加权成本,近14日均值,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.24180314904648714,1.3190319422658525,0.4676909513250161,0.14285714285714285,0.5714285714285714,2.8439777027102786
茄类,销量加权成本,近14日均值,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.09449041579753766,0.5730772617103383,0.31234572566733904,0.0,1.0,2.0078486297132727
茄类,销量加权成本,近14日均值,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.12524112899318549,1.2680737859919051,1.0958674008974423,0.5714285714285714,0.8571428571428571,4.1434997230346875
茄类,销量加权成本,近14日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.1748166158586632,0.6585426134496389,0.4275102779468665,0.2857142857142857,1.0,4.319991182686755
茄类,销量加权成本,近14日均值,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.10852651132346966,0.634952336931937,0.11356152039255507,1.0,1.0,2.66370296530285
茄类,销量加权成本,近14日均值,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,2023-03-17,通过,0.12296825790875397,0.8276529644241768,0.2048867541651679,0.0,1.0,2.9724302286497633
茄类,销量加权成本,近14日均值,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,2023-03-24,通过,0.15764876652323298,0.9346419123631948,0.2652571580598407,0.0,1.0,3.30967740501351
茄类,销量加权成本,近14日均值,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,2023-03-31,通过,0.14960120490249976,0.8236943987984872,0.16202659175796827,0.14285714285714285,1.0,3.6978349490567086
茄类,销量加权成本,近14日均值,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,2023-04-07,通过,0.05285776817963721,0.308233290549309,0.3222841684728805,1.0,1.0,4.159917061910932
茄类,销量加权成本,近14日均值,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,2023-04-14,通过,0.16765454494399504,0.8212148243592993,0.27533768186180635,0.2857142857142857,1.0,4.403370840999688
茄类,销量加权成本,近14日均值,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,2023-04-21,通过,0.3137560783854392,1.2812446093285017,0.23315112135655816,0.0,1.0,4.828285533978863
茄类,销量加权成本,近14日均值,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,2023-04-28,通过,0.143533591569849,0.7369628382574053,0.2979084712904229,0.8571428571428571,1.0,4.629328192376356
茄类,销量加权成本,近14日均值,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,2023-05-05,通过,0.19103321518320682,1.0804292841575938,0.32666666666666666,0.42857142857142855,0.8571428571428571,3.486223333287928
茄类,销量加权成本,近14日均值,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,2023-05-12,通过,0.22393568433902475,0.9871016282647609,0.12499999999999956,0.5714285714285714,1.0,3.0352633674552427
茄类,销量加权成本,近14日均值,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,2023-05-19,通过,0.3393099025685298,1.2748011122315712,0.26879298669448576,0.14285714285714285,0.7142857142857143,2.749794006860197
茄类,销量加权成本,近14日均值,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,2023-05-26,通过,0.20568710233926096,0.962518102643909,0.9220043358281115,0.42857142857142855,0.7142857142857143,2.7857937391302796
茄类,销量加权成本,近14日均值,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,2023-06-02,通过,0.20504463194083888,1.0880313171498541,0.21396761571670217,1.0,1.0,2.8440936803107157
茄类,销量加权成本,近14日均值,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,2023-06-09,通过,0.06813186501283595,0.35449317523109564,0.38573257637514696,1.0,1.0,2.7056455952703513
茄类,销量加权成本,近14日均值,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,2023-06-16,通过,0.1321224870535563,0.6132387481921204,0.3959685344210661,0.14285714285714285,1.0,2.5892255252030574
茄类,销量加权成本,近7日中位数,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.05367407582124192,0.31417856789647736,0.22127822919579923,0.8571428571428571,1.0,4.535516947271774
茄类,销量加权成本,近7日中位数,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.08298901706732294,0.22517594512101383,0.21643657372324424,0.0,1.0,2.6539250216032477
茄类,销量加权成本,近7日中位数,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.22385411957772405,1.221120300935582,0.4676909513250161,0.14285714285714285,0.5714285714285714,2.8439777027102786
茄类,销量加权成本,近7日中位数,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.08413794353526505,0.5102902964300986,0.31234572566733904,0.0,1.0,2.0078486297132727
茄类,销量加权成本,近7日中位数,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.09755887204589556,0.9877893087267674,1.0958674008974423,0.5714285714285714,0.8571428571428571,4.1434997230346875
茄类,销量加权成本,近7日中位数,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.2701904064697262,1.0178202771608915,0.4275102779468665,0.2857142857142857,1.0,4.319991182686753
茄类,销量加权成本,近7日中位数,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.08728334906585261,0.5106656962318106,0.11356152039255507,1.0,1.0,2.66370296530285
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,2023-03-17,通过,0.0480314213857327,0.3232813814838836,0.2048867541651679,1.0,1.0,2.972430228649761
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,2023-03-24,通过,0.14272446739839473,0.8461611980363655,0.2652571580598407,0.0,1.0,3.30967740501351
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,2023-03-31,通过,0.09220757374895658,0.5076888389589759,0.16202659175796827,0.14285714285714285,1.0,3.6978349490567064
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,2023-04-07,通过,0.0681717591609027,0.3975348633201459,0.3222841684728805,1.0,1.0,4.159917061910932
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,2023-04-14,通过,0.1936874643743565,0.9487307194082859,0.27533768186180635,0.2857142857142857,1.0,4.403370840999691
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,2023-04-21,通过,0.13099396186682669,0.534922887741715,0.23315112135655816,0.0,1.0,4.828285533978863
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,2023-04-28,通过,0.18942227544008172,0.9725749645828742,0.2979084712904229,0.14285714285714285,1.0,4.629328192376356
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,2023-05-05,通过,0.13791361454912854,0.7799999999999997,0.32666666666666666,0.42857142857142855,1.0,3.486223333287928
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,2023-05-12,通过,0.37024546883324766,1.6320306708673091,0.12499999999999956,0.5714285714285714,0.5714285714285714,3.0352633674552414
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,2023-05-19,通过,0.2190445543646273,0.8229593048080833,0.26879298669448576,0.14285714285714285,1.0,2.749794006860197
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,2023-05-26,通过,0.21962211370818094,1.0277273479032991,0.9220043358281115,0.42857142857142855,0.5714285714285714,2.7857937391302796
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,2023-06-02,通过,0.08792415265381742,0.46655321193104743,0.21396761571670217,1.0,1.0,2.8440936803107157
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,2023-06-09,通过,0.046471360821773604,0.24179259223150318,0.38573257637514696,1.0,1.0,2.7056455952703513
茄类,销量加权成本,近7日中位数,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,2023-06-16,通过,0.15681384432608708,0.7278422298752456,0.3959685344210661,0.14285714285714285,1.0,2.5892255252030574
茄类,销量加权成本,近14日中位数,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.05261035029235234,0.30795210273265256,0.22127822919579923,0.8571428571428571,1.0,4.535516947271774
茄类,销量加权成本,近14日中位数,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.07808001003663567,0.21185622720166572,0.21643657372324424,0.7142857142857143,1.0,2.6539250216032477
茄类,销量加权成本,近14日中位数,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.24624392329779263,1.3432562880155332,0.4676909513250161,0.14285714285714285,0.5714285714285714,2.8439777027102786
茄类,销量加权成本,近14日中位数,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.09347526003974313,0.5669204184265402,0.31234572566733904,0.0,1.0,2.0078486297132727
茄类,销量加权成本,近14日中位数,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.1292012314420234,1.308170055848167,1.0958674008974423,0.5714285714285714,0.8571428571428571,4.143499723034689
茄类,销量加权成本,近14日中位数,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.15779721428706714,0.5944297078470658,0.4275102779468665,0.2857142857142857,1.0,4.319991182686753
茄类,销量加权成本,近14日中位数,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.10201368563302518,0.5968479710793162,0.11356152039255507,1.0,1.0,2.66370296530285
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,2023-03-17,通过,0.09415971629331386,0.6337535364396898,0.2048867541651679,0.0,1.0,2.9724302286497633
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,2023-03-24,通过,0.1540846623175159,0.9135116412918878,0.2652571580598407,0.0,1.0,3.30967740501351
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,2023-03-31,通过,0.15854983215126528,0.872964952110859,0.16202659175796827,0.14285714285714285,1.0,3.6978349490567086
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,2023-04-07,通过,0.05990941754304212,0.3493540786933602,0.3222841684728805,1.0,1.0,4.159917061910932
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,2023-04-14,通过,0.1468432568177144,0.7192758144205982,0.27533768186180635,0.2857142857142857,1.0,4.403370840999688
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,2023-04-21,通过,0.3377004807339844,1.3790232295564695,0.23315112135655816,0.0,1.0,4.828285533978863
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,2023-04-28,通过,0.1719692510382216,0.8829636738829454,0.2979084712904229,0.8571428571428571,1.0,4.629328192376356
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,2023-05-05,通过,0.2526102458321072,1.4286913760704463,0.32666666666666666,0.42857142857142855,0.42857142857142855,3.486223333287928
