销售日期,分类,选择模型,实际日销量,拟合日销量,销量尺度残差,模型残差
2021-03-28,辣椒类,对数模型,78.41,124.73645857321242,-46.32645857321242,-0.3766449775636733
2021-03-29,辣椒类,对数模型,62.154,89.9490767888691,-27.795076788869103,-0.28202178801441047
2021-03-30,辣椒类,对数模型,59.573,81.58946762770883,-22.016467627708828,-0.22689099673511937
2021-03-31,辣椒类,对数模型,59.255,84.3776807206814,-25.122680720681394,-0.2658460231299662
2021-04-01,辣椒类,对数模型,52.994,65.86111381186694,-12.867113811866943,-0.1297627565976529
2021-04-02,辣椒类,对数模型,70.727,70.69235604016832,0.034643959831683446,0.08809667893984141
2021-04-03,辣椒类,对数模型,100.323,93.27879528464922,7.044204715350773,0.16040890569140576
2021-04-04,辣椒类,对数模型,88.244,96.77464103355935,-8.530641033559348,-0.004672549912354995
2021-04-05,辣椒类,对数模型,112.577,81.20877102164316,31.36822897835684,0.41422090554354707
2021-04-06,辣椒类,对数模型,35.075,78.22020699534835,-43.145206995348346,-0.7144326572358879
2021-04-07,辣椒类,对数模型,62.9,64.38399424815397,-1.4839942481539694,0.06428783042773922
2021-04-08,辣椒类,对数模型,52.596,64.83913916813549,-12.243139168135492,-0.12166261688554902
2021-04-09,辣椒类,对数模型,54.274,72.10080492620857,-17.826804926208567,-0.19641318492615012
2021-04-10,辣椒类,对数模型,84.84,103.98185478868032,-19.14185478868032,-0.11584254861492305
2021-04-11,辣椒类,对数模型,94.326,100.79833383451442,-6.47233383451443,0.021241773778259976
2021-04-12,辣椒类,对数模型,38.756,65.98010660916039,-27.224106609160387,-0.4444609666343271
2021-04-13,辣椒类,对数模型,51.48,74.2804234448406,-22.800423444840597,-0.2790473219758658
2021-04-14,辣椒类,对数模型,47.052,68.01183837049616,-20.959838370496165,-0.28082167818714776
2021-04-15,辣椒类,对数模型,44.413,66.29602577108051,-21.88302577108051,-0.31299100047668693
2021-04-16,辣椒类,对数模型,62.197,75.24170529264218,-13.044705292642178,-0.1027921693914644
2021-04-17,辣椒类,对数模型,27.471,91.47743233668076,-64.00643233668076,-1.1153546655156887
2021-04-18,辣椒类,对数模型,118.063,106.38942504957662,11.673574950423387,0.19171892938337454
2021-04-19,辣椒类,对数模型,46.927,72.01771303820742,-25.09071303820742,-0.3407121679886691
2021-04-20,辣椒类,对数模型,64.062,70.53598478495523,-6.473984784955235,-0.008664905232407705
2021-04-21,辣椒类,对数模型,50.684,70.37378952802572,-19.689789528025727,-0.24060387464103572
2021-04-22,辣椒类,对数模型,47.905,67.19429215944993,-19.28929215944993,-0.2507616902934138
2021-04-23,辣椒类,对数模型,53.397,72.30679043205187,-18.90979043205187,-0.21555674794179858
2021-04-24,辣椒类,对数模型,102.501,100.83148670850211,1.6695132914978927,0.10402861205001823
2021-04-25,辣椒类,对数模型,71.047,92.86968117727552,-21.822681177275527,-0.18024887049428973
2021-04-26,辣椒类,对数模型,60.716,67.9892538395868,-7.273253839586793,-0.025535673730391117
2021-04-27,辣椒类,对数模型,50.15,67.21583069087015,-17.06583069087015,-0.2052835487125595
2021-04-28,辣椒类,对数模型,47.189,66.12536569310805,-18.93636569310805,-0.2497848734882595
2021-04-29,辣椒类,对数模型,54.543,67.41390651078322,-12.870906510783222,-0.12425521086148938
2021-04-30,辣椒类,对数模型,52.865,67.6708471092702,-14.805847109270196,-0.1593072417988548
2021-05-01,辣椒类,对数模型,77.396,78.03732157869234,-0.6413215786923416,0.07935463806387233
2021-05-02,辣椒类,对数模型,80.42,72.37260520365214,8.04739479634786,0.19304178726868315
2021-05-03,辣椒类,对数模型,83.419,51.61094793392999,31.808052066070005,0.5677490143409551
2021-05-04,辣椒类,对数模型,43.846,45.44945088929714,-1.603450889297143,0.05168948810408125
2021-05-05,辣椒类,对数模型,72.08,48.46772037085606,23.61227962914394,0.4844853287253783
2021-05-06,辣椒类,对数模型,61.973,55.599291808162654,6.373708191837345,0.19613507483331372
2021-05-07,辣椒类,对数模型,73.962,63.7372175830174,10.224782416982606,0.23638952478709108
2021-05-08,辣椒类,对数模型,69.529,83.00563509171916,-13.47663509171916,-0.08955783401485462
2021-05-09,辣椒类,对数模型,95.075,82.04329507758398,13.031704922416026,0.23502568955804826
2021-05-10,辣椒类,对数模型,60.825,62.56765328204966,-1.742653282049659,0.059359197265713703
2021-05-11,辣椒类,对数模型,46.524,60.473537035442284,-13.949537035442283,-0.17463082407596708
2021-05-12,辣椒类,对数模型,42.616,58.28417727434078,-15.668177274340778,-0.22549415267129058
2021-05-13,辣椒类,对数模型,47.949,57.1532451338156,-9.204245133815604,-0.08799149289606012
2021-05-14,辣椒类,对数模型,51.909,68.13235708356967,-16.223357083569674,-0.18435332307514374
2021-05-15,辣椒类,对数模型,86.637,89.2567623813479,-2.619762381347897,0.057816521708331514
2021-05-16,辣椒类,对数模型,153.275,100.25859193740575,53.01640806259425,0.5120876584452514
2021-05-17,辣椒类,对数模型,76.099,80.76138698509628,-4.662386985096276,0.028142889142464433
2021-05-18,辣椒类,对数模型,84.864,74.37073378886363,10.493266211136373,0.21959420614672975
2021-05-19,辣椒类,对数模型,76.853,73.87454176155337,2.9784582384466205,0.12713296591216317
2021-05-20,辣椒类,对数模型,61.568,66.8670279706326,-5.299027970632608,0.005042997270657601
2021-05-21,辣椒类,对数模型,36.494,59.025029012409355,-22.531029012409356,-0.3932069785626049
2021-05-22,辣椒类,对数模型,98.936,109.76679161854392,-10.830791618543913,-0.016278130192639573
2021-05-23,辣椒类,对数模型,137.485,110.49040032682974,26.99459967317027,0.3061929103550254
2021-05-24,辣椒类,对数模型,54.772,70.5172866123075,-15.745286612307503,-0.16507203304417573
2021-05-25,辣椒类,对数模型,57.519,66.61363935969692,-9.09463935969692,-0.059187291342967185
2021-05-26,辣椒类,对数模型,65.416,68.75510247379158,-3.339102473791584,0.03782265768837956
2021-05-27,辣椒类,对数模型,37.078,58.58333971366147,-21.50533971366147,-0.3698198167005686
2021-05-28,辣椒类,对数模型,67.01,80.42895501104702,-13.418955011047018,-0.09492565389743035
2021-05-29,辣椒类,对数模型,116.845,109.75295232228034,7.092047677719663,0.1502230505654838
2021-05-30,辣椒类,对数模型,106.615,115.20642547169241,-8.591425471692418,0.010105423829854132
2021-05-31,辣椒类,对数模型,60.118,82.78767516901185,-22.669675169011846,-0.23236316974239024
2021-06-01,辣椒类,对数模型,76.648,65.16297147626068,11.485028523739317,0.24993885931005533
2021-06-02,辣椒类,对数模型,89.386,82.59054849628711,6.795451503712883,0.1666755537904132
2021-06-03,辣椒类,对数模型,75.206,74.72901335182124,0.4769866481787659,0.09396933241322003
2021-06-04,辣椒类,对数模型,63.291,64.77536275036172,-1.4843627503617256,0.06442454477632253
2021-06-05,辣椒类,对数模型,87.95,90.12447785649933,-2.1744778564993226,0.0631834015650794
2021-06-06,辣椒类,对数模型,87.63,81.66999497788618,5.960005022113819,0.15804346161232274
2021-06-07,辣椒类,对数模型,67.98,57.83708317432497,10.142916825675037,0.24919012932395646
2021-06-08,辣椒类,对数模型,55.934,60.38855988488545,-4.454559884885455,0.010979475545251915
2021-06-09,辣椒类,对数模型,52.093,55.47393777025046,-3.380937770250455,0.02472399441344919
2021-06-10,辣椒类,对数模型,57.091,63.50071978325978,-6.409719783259781,-0.018798022556615557
2021-06-11,辣椒类,对数模型,74.873,65.36127050848205,9.511729491517954,0.2234701883284531
2021-06-12,辣椒类,对数模型,77.636,79.39215801298377,-1.756158012983775,0.0652383717645657
2021-06-13,辣椒类,对数模型,88.783,84.90466010722957,3.878339892770427,0.1322729414738184
2021-06-14,辣椒类,对数模型,69.697,60.72629031640685,8.97070968359315,0.22538728447227818
2021-06-15,辣椒类,对数模型,61.187,53.77830108859631,7.40869891140369,0.21667142075628698
2021-06-16,辣椒类,对数模型,46.695,58.90017469281599,-12.205174692815987,-0.14460023159164992
2021-06-17,辣椒类,对数模型,45.845,61.886688602385355,-16.041688602385356,-0.2124322358295987
2021-06-18,辣椒类,对数模型,46.754,68.15729967590214,-21.40329967590214,-0.2893117183114251
2021-06-19,辣椒类,对数模型,87.633,86.8171104930515,0.8158895069484942,0.09696064401921145
2021-06-20,辣椒类,对数模型,85.134,86.64831750407802,-1.5143175040780221,0.0699756193506671
2021-06-21,辣椒类,对数模型,58.693,63.71797552732983,-5.024975527329829,0.005460488567399224
2021-06-22,辣椒类,对数模型,56.135,54.896436650349045,1.2385633496509527,0.10991779611046093
2021-06-23,辣椒类,对数模型,53.901,53.93368748908429,-0.03268748908428876,0.0870004805591269
2021-06-24,辣椒类,对数模型,41.586,54.99181974281679,-13.405819742816789,-0.1918141376361051
2021-06-25,辣椒类,对数模型,35.531,69.35660758139511,-33.82560758139511,-0.5812491336850654
2021-06-26,辣椒类,对数模型,82.43900000000001,86.40160001897512,-3.9626000189751096,0.04065916396003111
2021-06-27,辣椒类,对数模型,79.121,87.2930416647433,-8.172041664743304,-0.01068569496628502
2021-06-28,辣椒类,对数模型,45.81,53.901427444177486,-8.091427444177484,-0.07504782043803004
2021-06-29,辣椒类,对数模型,40.321,50.93342898563046,-10.612428985630459,-0.1460403085878288
2021-06-30,辣椒类,对数模型,39.114,51.67699309173941,-12.562993091739415,-0.19092548297981926
2021-07-01,辣椒类,对数模型,54.567,69.18382548037248,-14.616825480372476,-0.1497310626225814
2021-07-02,辣椒类,对数模型,51.498,67.57472806119502,-16.07672806119502,-0.1840843635166456
2021-07-03,辣椒类,对数模型,73.552,101.34987940595201,-27.797879405952003,-0.23297931153430618
2021-07-04,辣椒类,对数模型,57.583,94.59849635064496,-37.015496350644966,-0.4088074634451422
2021-07-05,辣椒类,对数模型,53.877,65.15161438837936,-11.274614388379355,-0.10240667969784845
2021-07-06,辣椒类,对数模型,46.553,61.51362546158873,-14.960625461588734,-0.19106052159454112
2021-07-07,辣椒类,对数模型,38.244,64.72055038020889,-26.47655038020889,-0.4384853590894262
2021-07-08,辣椒类,对数模型,44.995,64.8042968963063,-19.8092968963063,-0.27721380638009707
2021-07-09,辣椒类,对数模型,34.612,67.89693695880918,-33.284936958809176,-0.5861837473174454
2021-07-10,辣椒类,对数模型,52.771,96.58464932007595,-43.81364932007595,-0.5168512890398351
2021-07-11,辣椒类,对数模型,39.195,88.10509016899171,-48.91009016899171,-0.722374388383999
2021-07-12,辣椒类,对数模型,42.472,65.14846612799377,-22.67646612799377,-0.34021699189109045
2021-07-13,辣椒类,对数模型,20.112,49.19937698245188,-29.087376982451882,-0.8069575761899155
2021-07-14,辣椒类,对数模型,51.339,73.43366534376578,-22.094665343765783,-0.2703250566942055
2021-07-15,辣椒类,对数模型,48.957,66.52331467817154,-17.566314678171544,-0.21900338864250068
2021-07-16,辣椒类,对数模型,57.948,70.31539245197504,-12.367392451975043,-0.10583793954599852
2021-07-17,辣椒类,对数模型,60.204,93.67301539444829,-33.469015394448284,-0.35446463066847755
2021-07-18,辣椒类,对数模型,67.134,89.04739608807901,-21.91339608807901,-0.19487141382273965
2021-07-19,辣椒类,对数模型,40.146,59.154803607337094,-19.008803607337093,-0.30002825628214147
2021-07-20,辣椒类,对数模型,40.886,63.21806383671372,-22.332063836713715,-0.34819564193036534
2021-07-21,辣椒类,对数模型,58.081,64.20101822865452,-6.120018228654516,-0.012573750408401807
2021-07-22,辣椒类,对数模型,56.815,64.50729652308615,-7.692296523086156,-0.03937123400062159
2021-07-23,辣椒类,对数模型,45.06,72.57336499015983,-27.51336499015983,-0.38899631367637566
2021-07-24,辣椒类,对数模型,82.893,98.75293236239897,-15.859932362398965,-0.08746374623463193
2021-07-25,辣椒类,对数模型,72.385,90.5378205145452,-18.152820514545198,-0.1361618416174668
2021-07-26,辣椒类,对数模型,47.928,69.21130549630986,-21.283305496309865,-0.2798576063000313
2021-07-27,辣椒类,对数模型,54.649,64.70589761618153,-10.05689761618153,-0.08131470200120816
2021-07-28,辣椒类,对数模型,63.485,65.20169398067497,-1.7166939806749753,0.06092494004994453
2021-07-29,辣椒类,对数模型,33.377,62.19246407812674,-28.815464078126737,-0.5347600636643088
2021-07-30,辣椒类,对数模型,50.321,69.90384864991081,-19.582848649910815,-0.24109148966260818
2021-07-31,辣椒类,对数模型,57.015,86.63274988286781,-29.617749882867813,-0.33075679471432107
2021-08-01,辣椒类,对数模型,33.848,102.4515482994265,-68.6035482994265,-1.0199033414632845
2021-08-02,辣椒类,对数模型,32.36,68.56465955434426,-36.20465955434426,-0.6632474105292387
2021-08-03,辣椒类,对数模型,31.535,63.059913292177825,-31.524913292177825,-0.6053805065732614
2021-08-04,辣椒类,对数模型,36.548,64.66872763580139,-28.120727635801387,-0.4830445429857235
2021-08-05,辣椒类,对数模型,28.675,71.4984533793889,-42.82345337938891,-0.8260434229710905
2021-08-06,辣椒类,对数模型,51.048,84.31029450127234,-33.262294501272336,-0.4141308760168654
2021-08-07,辣椒类,对数模型,69.382,116.26557188141747,-46.88357188141747,-0.4286427868655185
2021-08-08,辣椒类,对数模型,54.567,116.65472148516342,-62.08772148516342,-0.6721824364555897
2021-08-09,辣椒类,对数模型,61.457,84.49866478247611,-23.04166478247611,-0.23079125715010296
2021-08-10,辣椒类,对数模型,66.971,79.25546862693557,-12.284468626935563,-0.08080999284136325
2021-08-11,辣椒类,对数模型,61.666,80.50749379766681,-18.841493797666814,-0.17901081278314646
2021-08-12,辣椒类,对数模型,83.793,80.32556226959093,3.467437730409074,0.1298682992913589
2021-08-13,辣椒类,对数模型,88.147,86.20237061854189,1.944629381458114,0.10991492912157597
2021-08-14,辣椒类,对数模型,96.491,121.31086886289182,-24.819868862891823,-0.14129994292361037
2021-08-15,辣椒类,对数模型,78.29899999999999,107.82536941103713,-29.526369411037138,-0.2323714046069263
2021-08-16,辣椒类,对数模型,52.116,73.37537197020809,-21.259371970208093,-0.2545096118133965
2021-08-17,辣椒类,对数模型,59.86,74.7200891417121,-14.860089141712095,-0.13413375208340383
2021-08-18,辣椒类,对数模型,54.41,73.24447495254542,-18.83447495254542,-0.2096481248635742
2021-08-19,辣椒类,对数模型,50.988,77.73622886080638,-26.74822886080638,-0.33412437126761674
2021-08-20,辣椒类,对数模型,47.075,85.1052786784266,-38.0302786784266,-0.5045402558140979
2021-08-21,辣椒类,对数模型,67.629,110.70422921680971,-43.0752292168097,-0.40521842572995936
2021-08-22,辣椒类,对数模型,94.447,113.61997944836733,-19.17297944836733,-0.09721380322097684
2021-08-23,辣椒类,对数模型,15.773,71.82490683736994,-56.05190683736994,-1.4283249578591524
2021-08-24,辣椒类,对数模型,53.891,88.53959667661614,-34.648596676616144,-0.4088796515124762
2021-08-25,辣椒类,对数模型,53.903,95.16278844318461,-41.25978844318461,-0.48079612027193974
2021-08-26,辣椒类,对数模型,61.124,89.40646044983039,-28.28246044983039,-0.29268162394300656
2021-08-27,辣椒类,对数模型,64.045,105.42631012917444,-41.38131012917444,-0.4108195329707831
2021-08-28,辣椒类,对数模型,75.85,134.52522336316673,-58.67522336316674,-0.4853872775416468
2021-08-29,辣椒类,对数模型,81.325,137.48442068330309,-56.15942068330308,-0.437450401784397
2021-08-30,辣椒类,对数模型,65.327,91.84172493492719,-26.514724934927187,-0.25305455484182193
2021-08-31,辣椒类,对数模型,66.34100000000001,84.07805461001605,-17.737054610016045,-0.14933074924283662
2021-09-01,辣椒类,对数模型,44.769,66.40751050236139,-21.63851050236139,-0.3066874920218341
2021-09-02,辣椒类,对数模型,44.128,62.71886078281509,-18.590860782815092,-0.2639609783050174
2021-09-03,辣椒类,对数模型,42.436,66.47887836060993,-24.042878360609926,-0.3612804875538713
2021-09-04,辣椒类,对数模型,90.712,93.299550956591,-2.587550956591002,0.05948109014808178
2021-09-05,辣椒类,对数模型,63.285,80.11314921951903,-16.828149219519034,-0.1481849339790644
2021-09-06,辣椒类,对数模型,42.718,62.874681156332755,-20.156681156332752,-0.2989164478362052
2021-09-07,辣椒类,对数模型,45.158,59.59187903449685,-14.433879034496847,-0.18974512323378923
2021-09-08,辣椒类,对数模型,36.083,53.588755993562074,-17.505755993562076,-0.307910697112614
2021-09-09,辣椒类,对数模型,39.957,53.68361854330872,-13.726618543308717,-0.20769729160764383
2021-09-10,辣椒类,对数模型,36.978,60.35022296727116,-23.372222967271156,-0.40223476847610007
2021-09-11,辣椒类,对数模型,53.88,81.35857177650789,-27.478571776507884,-0.324500113252705
2021-09-12,辣椒类,对数模型,52.389,80.83639784383861,-28.44739784383861,-0.34612395441317245
2021-09-13,辣椒类,对数模型,46.014,58.6151569600975,-12.601156960097498,-0.15444088390195443
2021-09-14,辣椒类,对数模型,34.598,57.37300056939394,-22.77500056939394,-0.41817120996299506
2021-09-15,辣椒类,对数模型,33.653,56.67771642935998,-23.024716429359984,-0.43367218760028736
2021-09-16,辣椒类,对数模型,33.706,53.81653583970448,-20.110535839704475,-0.38029818208257504
2021-09-17,辣椒类,对数模型,30.378,60.262263519634466,-29.884263519634466,-0.5973807009150525
2021-09-18,辣椒类,对数模型,45.049,81.3321644397214,-36.283164439721396,-0.5031840462073558
2021-09-19,辣椒类,对数模型,75.511,77.86311724271575,-2.3521172427157495,0.056932695537187605
2021-09-20,辣椒类,对数模型,88.648,55.993001861651365,32.65499813834863,0.5470534878860809
2021-09-21,辣椒类,对数模型,53.371,50.25326013136495,3.1177398686350557,0.1477988366397298
2021-09-22,辣椒类,对数模型,50.963,56.44831734846372,-5.485317348463717,-0.014618870674819373
2021-09-23,辣椒类,对数模型,45.501,56.651962495539685,-11.150962495539687,-0.13158559317781426
2021-09-24,辣椒类,对数模型,26.686,56.46642873876205,-29.780428738762048,-0.6619004641994981
2021-09-25,辣椒类,对数模型,29.969,79.54488181743967,-49.57588181743967,-0.8885511670301511
2021-09-26,辣椒类,对数模型,46.272,83.82467533950464,-37.55267533950464,-0.5065836603117049
2021-09-27,辣椒类,对数模型,32.674,56.63723244707674,-23.96323244707674,-0.4624801990021754
2021-09-28,辣椒类,对数模型,34.777,58.1741587787209,-23.3971587787209,-0.4268782677399354
2021-09-29,辣椒类,对数模型,50.474,65.04029205366848,-14.566292053668484,-0.16594187096291435
2021-09-30,辣椒类,对数模型,37.589,64.36975780039957,-26.78075780039957,-0.4503257366170028
2021-10-01,辣椒类,对数模型,81.648,75.78185104695183,5.866148953048167,0.16216522486197604
2021-10-02,辣椒类,对数模型,67.466,111.4385690352729,-43.97256903527291,-0.41424298901952117
2021-10-03,辣椒类,对数模型,37.899,94.40412586266486,-56.505125862664855,-0.8250533194306704
2021-10-04,辣椒类,对数模型,70.165,75.11124155355667,-4.946241553556661,0.019486108260069024
2021-10-05,辣椒类,对数模型,74.013,72.55851461131347,1.4544853886865354,0.10745415145347081
2021-10-06,辣椒类,对数模型,79.233,79.46538248178764,-0.23238248178763854,0.08467812477968995
2021-10-07,辣椒类,对数模型,62.908,80.44489775393338,-17.536897753933374,-0.1582923760458641
2021-10-08,辣椒类,对数模型,65.805,89.61446145213033,-23.80946145213032,-0.22121415138439549
2021-10-09,辣椒类,对数模型,61.377,118.50988953342909,-57.132889533429086,-0.5703545085074504
2021-10-10,辣椒类,对数模型,111.306,117.56119076064896,-6.255190760648958,0.03293092714590973
2021-10-11,辣椒类,对数模型,64.755,80.96820908298922,-16.213209082989223,-0.13583894707736732
2021-10-12,辣椒类,对数模型,57.257,79.25622382640343,-21.99922382640343,-0.23752930563662566
2021-10-13,辣椒类,对数模型,44.341,77.82500763454807,-33.48400763454807,-0.47494632507119805
2021-10-14,辣椒类,对数模型,38.431,70.16038808098216,-31.72938808098216,-0.5143127214218421
2021-10-15,辣椒类,对数模型,54.933,70.29926988153474,-15.366269881534741,-0.15904041975959782
2021-10-16,辣椒类,对数模型,93.373,96.69313972081726,-3.3201397208172523,0.052666500635507596
2021-10-17,辣椒类,对数模型,64.30799999999999,98.74043175187842,-34.432431751878426,-0.3412037327121755
2021-10-18,辣椒类,对数模型,40.29,66.64731126213692,-26.357311262136925,-0.4157046730325167
2021-10-19,辣椒类,对数模型,40.052,68.59918941300846,-28.54718941300846,-0.45049537625758473
2021-10-20,辣椒类,对数模型,43.48,59.12037042410074,-15.640370424100745,-0.21966774757625673
2021-10-21,辣椒类,对数模型,29.336,55.37522703866701,-26.039227038667015,-0.54771016518696
2021-10-22,辣椒类,对数模型,30.078,62.832235873883235,-32.75423587388323,-0.649067511937869
2021-10-23,辣椒类,对数模型,51.363,89.27630567731035,-37.91330567731035,-0.4652113174017045
2021-10-24,辣椒类,对数模型,41.481,84.85531183708385,-43.374311837083845,-0.6281053689004916
2021-10-25,辣椒类,对数模型,27.46,59.4673008604529,-32.0073008604529,-0.685089463352837
2021-10-26,辣椒类,对数模型,35.664,52.42769593163149,-16.76369593163149,-0.29768649094261646
2021-10-27,辣椒类,对数模型,32.692,54.691746820453616,-21.999746820453616,-0.4269756851723203
2021-10-28,辣椒类,对数模型,25.502,51.7350163375506,-26.2330163375506,-0.6197712379665243
2021-10-29,辣椒类,对数模型,25.203,54.457105924966,-29.254105924966,-0.682843577063772
2021-10-30,辣椒类,对数模型,26.181,72.1551522562898,-45.9741522562898,-0.9261780037426011
2021-10-31,辣椒类,对数模型,35.237,69.65987008504328,-34.42287008504328,-0.5939210006169882
2021-11-01,辣椒类,对数模型,23.439,38.60443865947966,-15.165438659479662,-0.4113592269333344
2021-11-02,辣椒类,对数模型,25.556,35.583897745853236,-10.027897745853235,-0.24341436986290832
2021-11-03,辣椒类,对数模型,25.359,36.11235326124999,-10.753353261249991,-0.2658945733688811
2021-11-04,辣椒类,对数模型,24.241,35.2129246690398,-10.971924669039801,-0.2857610464108089
2021-11-05,辣椒类,对数模型,22.532,38.78102067167304,-16.24902067167304,-0.45538771555142743
2021-11-06,辣椒类,对数模型,27.548,52.81600246789057,-25.26800246789057,-0.5632775517325919
2021-11-07,辣椒类,对数模型,41.108,51.25850691444657,-10.150506914446574,-0.1330721106336945
2021-11-08,辣椒类,对数模型,24.775,36.764544989988615,-11.989544989988616,-0.3070921167602636
2021-11-09,辣椒类,对数模型,23.626,35.32692698661988,-11.70092698661988,-0.31469094435725387
2021-11-10,辣椒类,对数模型,21.358,34.56379487430074,-13.20579487430074,-0.3937736341269926
2021-11-11,辣椒类,对数模型,18.369,34.101634908852866,-15.732634908852866,-0.5310741340953964
2021-11-12,辣椒类,对数模型,25.182,39.35490276611421,-14.172902766114209,-0.3588843749028956
2021-11-13,辣椒类,对数模型,28.792,52.12831208203298,-23.336312082032975,-0.506003916043718
2021-11-14,辣椒类,对数模型,39.412,54.952703605327244,-15.540703605327245,-0.24479580994592753
2021-11-15,辣椒类,对数模型,29.577,39.40755673691357,-9.830556736913568,-0.1993538285836487
2021-11-16,辣椒类,对数模型,27.575,35.83418275504627,-8.259182755046272,-0.17438596584909183
2021-11-17,辣椒类,对数模型,18.162,34.973472398459485,-16.811472398459486,-0.5676516109519314
2021-11-18,辣椒类,对数模型,12.35,34.2735072096508,-21.9235072096508,-0.933109875675
2021-11-19,辣椒类,对数模型,13.522,38.66011549561964,-25.138115495619644,-0.9628837401560131
2021-11-20,辣椒类,对数模型,34.164,55.80046543020133,-21.636465430201326,-0.40300301988962817
2021-11-21,辣椒类,对数模型,30.26,53.487209235622544,-23.227209235622542,-0.4820091048276671
2021-11-22,辣椒类,对数模型,22.036,39.55580260743664,-17.519802607436638,-0.49742818715747505
2021-11-23,辣椒类,对数模型,18.004,38.22187970379778,-20.21787970379778,-0.665207430906507
2021-11-24,辣椒类,对数模型,21.68,37.61644107366905,-15.936441073669052,-0.4634443084285693
2021-11-25,辣椒类,对数模型,20.413,34.74135580271891,-14.328355802718907,-0.444152101974399
2021-11-26,辣椒类,对数模型,14.855,38.25174303591291,-23.39674303591291,-0.8582458874640788
2021-11-27,辣椒类,对数模型,37.591,54.2252297407891,-16.634229740789102,-0.2787749010455416
2021-11-28,辣椒类,对数模型,25.149,51.99626220321822,-26.84726220321822,-0.6387469685447287
2021-11-29,辣椒类,对数模型,19.812,36.87025262260294,-17.05825262260294,-0.5335105167861025
2021-11-30,辣椒类,对数模型,32.472,40.48459192909885,-8.012591929098846,-0.13293654357080786
2021-12-01,辣椒类,对数模型,23.68,47.05866846158673,-23.378668461586727,-0.5991575459772105
2021-12-02,辣椒类,对数模型,22.703,45.210445132849806,-22.507445132849806,-0.6012243403841739
2021-12-03,辣椒类,对数模型,25.931,50.328087880464295,-24.397087880464294,-0.5755174318234841
2021-12-04,辣椒类,对数模型,36.36,64.15380809799291,-27.79380809799291,-0.4802074499690181
2021-12-05,辣椒类,对数模型,37.123,60.67411593636414,-23.55111593636414,-0.4036737249906146
2021-12-06,辣椒类,对数模型,37.461,44.10881344605309,-6.647813446053092,-0.07575248964649406
2021-12-07,辣椒类,对数模型,29.638,42.35562844426864,-12.717628444268637,-0.26943726112965205
2021-12-08,辣椒类,对数模型,24.71,43.645206803858564,-18.935206803858563,-0.4812787140708843
2021-12-09,辣椒类,对数模型,24.153,42.3386458387202,-18.1856458387202,-0.4736849537622825
2021-12-10,辣椒类,对数模型,26.56,51.121571471933535,-24.561571471933537,-0.567193493410342
2021-12-11,辣椒类,对数模型,43.575,67.97293753849127,-24.397937538491263,-0.357019324758896
2021-12-12,辣椒类,对数模型,43.444,63.12063905924016,-19.67663905924016,-0.285968316159269
2021-12-13,辣椒类,对数模型,33.333,50.65396344253067,-17.32096344253067,-0.33086284952130374
2021-12-14,辣椒类,对数模型,30.287,44.79031762625772,-14.503317626257719,-0.30366668168102606
2021-12-15,辣椒类,对数模型,29.243,49.18810075571998,-19.94510075571998,-0.4324047784683622
2021-12-16,辣椒类,对数模型,33.832,48.08314458375057,-14.251144583750566,-0.26391785865229656
2021-12-17,辣椒类,对数模型,34.228,52.13947375967234,-17.91147375967234,-0.33327156064334096
2021-12-18,辣椒类,对数模型,59.298,74.72553293745497,-15.42753293745497,-0.1436395290838215
2021-12-19,辣椒类,对数模型,52.98,76.91323531628447,-23.933235316284474,-0.28515675618125647
2021-12-20,辣椒类,对数模型,50.948,50.37313756134388,0.574862438656119,0.09895418905308295
2021-12-21,辣椒类,对数模型,31.633,49.32471929304831,-17.691719293048312,-0.35661774901895527
2021-12-22,辣椒类,对数模型,22.57,48.3653482619538,-25.795348261953798,-0.6745552890591888
2021-12-23,辣椒类,对数模型,33.503,48.8846247719757,-15.381624771975702,-0.29022120571667864
2021-12-24,辣椒类,对数模型,52.243,55.585981190718265,-3.3429811907182625,0.025581610392973797
2021-12-25,辣椒类,对数模型,65.339,73.21524107806651,-7.8762410780665135,-0.026207776826232987
2021-12-26,辣椒类,对数模型,64.634,72.8712242510577,-8.237224251057697,-0.03234651147772549
2021-12-27,辣椒类,对数模型,37.586,54.748842575761664,-17.162842575761665,-0.2885178552480232
2021-12-28,辣椒类,对数模型,37.114,49.97317054922953,-12.859170549229532,-0.20988528305319898
2021-12-29,辣椒类,对数模型,29.404,51.49201719774028,-22.08801719774028,-0.47268933785209244
2021-12-30,辣椒类,对数模型,30.451,51.24701137944335,-20.79601137944335,-0.4329317350095696
2021-12-31,辣椒类,对数模型,66.714,55.24552150917938,11.468478490820615,0.27623427991610683
2022-01-01,辣椒类,对数模型,57.833,144.3158790655744,-86.4828790655744,-0.8268382223246995
2022-01-02,辣椒类,对数模型,45.828,135.24716147356713,-89.41916147356713,-0.994601939796556
2022-01-03,辣椒类,对数模型,81.754,108.57510180652511,-26.821101806525107,-0.19612064541534124
2022-01-04,辣椒类,对数模型,58.207,107.81491784915899,-49.60791784915899,-0.5288036785601742
2022-01-05,辣椒类,对数模型,66.638,109.42385961197948,-42.785859611979475,-0.40834724355667174
2022-01-06,辣椒类,对数模型,66.856,107.78063557438776,-40.924635574387764,-0.3899502243272055
2022-01-07,辣椒类,对数模型,49.32,104.65123168891505,-55.33123168891505,-0.6646968077072475
