分类,模型,变量,系数,经典标准误,经典p值,稳健标准误,稳健p值,稳健95%下限,稳健95%上限
茄类,线性模型,月份_10,-3.4913690499054444,1.688913000732055,0.03896175133786115,3.776144583463382,0.35539783275478354,-10.90117515935702,3.918437059546131
茄类,线性模型,月份_11,-10.60609316744415,1.6891955929096503,5.020244857149447e-10,2.950775817934011,0.00034059738019151953,-16.396304903271197,-4.815881431617105
茄类,线性模型,月份_12,-11.467297527150894,1.6249938512048192,3.1227372912743954e-12,3.0962168042594023,0.00022379324610037333,-17.542903395860986,-5.391691658440801
茄类,线性模型,星期_2,-1.368863541432199,1.2272149360515827,0.264929194568381,0.6778914966666941,0.04371485419282406,-2.6990680509584566,-0.03865903190594144
茄类,线性模型,星期_3,-0.9479233315687279,1.2323366375209237,0.4419459575055678,0.8242280819127792,0.25038006244002464,-2.565279378708571,0.6694327155711153
茄类,线性模型,星期_4,-0.98792708644206,1.2307520789408886,0.42233202458668095,0.8289969615041944,0.23364774606831198,-2.6146409514171776,0.6387867785330574
茄类,线性模型,星期_5,1.4692829138560293,1.2324418095659804,0.23346804045227662,1.0604547000568265,0.1661926762562233,-0.6116129685973841,3.5501787963094427
茄类,线性模型,星期_6,6.774877247671448,1.2298362714662099,4.563285713739173e-08,0.9494307734053249,1.8124663071070202e-12,4.9118400175589025,8.637914477783994
茄类,线性模型,星期_7,6.8702763857574585,1.2255360738174723,2.6584286047448953e-08,1.0517788890520987,1.0171255744650691e-10,4.806404766005427,8.93414800550949
茄类,对数模型,截距,3.677567376992048,0.19028583824178655,2.9282863688276213e-71,0.3900287852007074,2.6451820428326145e-20,2.9122265348806717,4.442908219103424
茄类,对数模型,日平均售价,-0.40295482810509353,0.07473553177669338,8.65027277580531e-08,0.16500334691621385,0.014769207248277532,-0.7267355470463007,-0.07917410916388634
茄类,对数模型,月份_02,0.179278150887985,0.07868827435579173,0.022910586737511333,0.19537053706042465,0.3590264491447622,-0.20409112089699943,0.5626474226729694
茄类,对数模型,月份_03,-0.010659997740856174,0.07615885941165172,0.8887105944791974,0.15716356039717308,0.9459361727665143,-0.31905695772855835,0.297736962246846
