profile,R,seed,step,score,raw_profit,grad_rms
robust,64,29,250,3868.1068441394764,4196.3018515414515,0.1354909704420802
robust,64,29,300,3868.1143028969973,4196.281361972357,0.11703467348513802
robust,64,29,350,3868.124306698961,4196.2594197550015,0.13636898229405098
robust,64,29,400,3868.128287578765,4196.611313223132,0.10740538093868233
robust,64,29,450,3868.1004321126143,4196.57321289001,0.11178133991997892
robust,64,29,500,3868.1288975933935,4196.499065986749,0.13146587520556113
robust,64,29,550,3868.122345586381,4196.507326867987,0.1148213291369859
robust,64,29,600,3868.1310299262313,4197.093601489976,0.14239339056546013
robust,64,29,650,3868.138485298079,4196.337417724068,0.1117573102234065
robust,64,29,700,3868.1470590217923,4196.636512436209,0.08032930744106784
robust,64,29,750,3868.148361087319,4196.56781713624,0.10207187311831807
robust,64,47,1,3827.7157823239695,4274.706296417803,1.186593319788251
robust,64,47,50,3866.703361696908,4186.7672477841015,0.43645895567937876
robust,64,47,100,3868.1452068866697,4196.290732159332,0.10115807175406288
robust,64,47,150,3868.128125822544,4196.221589416037,0.1317443166463794
robust,64,47,200,3868.1427954764285,4196.505296361588,0.1109885513903763
robust,64,47,250,3868.115411462548,4196.345426171142,0.12588367726700161
robust,64,47,300,3868.1210796893474,4196.352394534372,0.10401609072920542
robust,64,47,350,3868.1224422164137,4196.236467373816,0.12486628633893897
robust,64,47,400,3868.1318908359276,4196.502583648965,0.08968473877000852
robust,64,47,450,3868.121687386165,4196.635806939966,0.11440064545809987
robust,64,47,500,3868.136395282128,4196.597385934929,0.11648885629394047
robust,64,47,550,3868.1300708016383,4196.555600889912,0.11359409172555565
robust,64,47,600,3868.1225877422507,4197.023756033025,0.14183857905324582
robust,64,47,650,3868.1372969309573,4196.480476469073,0.10763655124930165
robust,64,47,700,3868.1449282026865,4196.595388795729,0.0856343637333333
robust,64,47,750,3868.154204839988,4196.5472216279195,0.08803769710064506
robust,256,11,1,3827.7157823239686,4274.706296417802,0.5943126538966166
robust,256,11,50,3865.917920595104,4198.240871866104,0.29731041348097387
robust,256,11,100,3868.0991485377663,4197.216142633299,0.06822047561041718
robust,256,11,150,3868.1287418754173,4196.8115201236915,0.05621982786622238
robust,256,11,200,3868.1120236626994,4196.9489947963175,0.07028399198231355
robust,256,11,250,3868.0623161469402,4197.015901908073,0.06913729136392076
robust,256,11,300,3868.0781753534325,4196.260897268959,0.08000167623637128
robust,256,11,350,3868.0676157317175,4196.47746891595,0.0890946404069151
robust,256,11,400,3868.0704136472523,4196.853822613503,0.08694996309672083
robust,256,11,450,3867.8339929510857,4195.962815970918,0.15247906992455953
robust,256,11,500,3868.0392340877156,4196.849587228639,0.09022283225603915
robust,256,11,550,3868.025129791747,4196.228970522721,0.09366416363246893
robust,256,11,600,3868.109973686422,4196.726365465881,0.06361866679113533
robust,256,11,650,3868.125358439983,4196.512303829339,0.05382124212186777
robust,256,11,700,3868.1374177104312,4196.5328579977295,0.04863482648615485
robust,256,11,750,3868.1425047827934,4196.544512557924,0.04560544274538774
robust,256,29,1,3827.7157823239695,4274.706296417803,0.594311164958638
robust,256,29,50,3865.780641041857,4198.1781352645,0.3057119272772595
robust,256,29,100,3868.0934505237587,4197.23115792041,0.07574888739202748
robust,256,29,150,3868.129495518455,4196.832531826775,0.05564506608416982
robust,256,29,200,3868.10798714198,4196.677688869982,0.06717048701587393
robust,256,29,250,3868.0890507287877,4197.116928068078,0.05746501871645242
robust,256,29,300,3868.088267777322,4196.349136128583,0.08432752731131052
robust,256,29,350,3868.072941628182,4196.209226961338,0.08953970338777399
robust,256,29,400,3868.0702241423105,4196.997482978626,0.08770033666735418
robust,256,29,450,3867.8507442279642,4196.304074920146,0.15131790721303773
robust,256,29,500,3868.002203673981,4196.918044483749,0.09669359678083785
robust,256,29,550,3868.0415392691602,4196.623467534117,0.08790792634282664
robust,256,29,600,3868.106514571976,4196.768911810935,0.07101967755520563
robust,256,29,650,3868.1478733755316,4196.532820503233,0.03924532449903843
robust,256,29,700,3868.129900633154,4196.541318962226,0.05877648226425012
robust,256,29,750,3868.1410125297957,4196.6406241082805,0.05060913196874956
robust,256,47,1,3827.7157823239686,4274.706296417802,0.5943102867748865
robust,256,47,50,3865.7571091897385,4198.300534985771,0.30422217568676296
robust,256,47,100,3868.0945366097176,4197.364180974505,0.06633449092875593
robust,256,47,150,3868.1363318059152,4196.945378272486,0.05456185070783658
robust,256,47,200,3868.0954246678793,4196.863693699801,0.07001354917703206
robust,256,47,250,3868.1296404484724,4196.969452077321,0.059352148262566636
robust,256,47,300,3868.083741838571,4196.429984144802,0.08113890718731599
robust,256,47,350,3868.0473861239566,4196.680066415049,0.08986269480979044
robust,256,47,400,3868.031995299045,4196.722620851614,0.10129985963959402
robust,256,47,450,3867.8000318146733,4195.782633494736,0.15865901421984047
robust,256,47,500,3868.0076659606916,4196.760724124907,0.09420151187454949
robust,256,47,550,3868.029835451077,4196.211603661346,0.08683662340276686
robust,256,47,600,3868.088832900594,4196.888447118053,0.06892063296567778
robust,256,47,650,3868.111382683029,4196.358728745139,0.06000938651017837
robust,256,47,700,3868.1027937429817,4196.550563198252,0.06104150048561925
robust,256,47,750,3868.139532272811,4196.3902023270775,0.05280594292019756
